CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,Year
2012-11-27,11:50,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2879187,PASSENGER VEHICLE,UNKNOWN,,,,2012
2012-11-27,2:15,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,2836738,SPORT UTILITY / STATION WAGON,,,,,2012
2012-11-24,13:50,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2918835,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,2012
2012-11-24,18:36,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927160,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-11-21,8:20,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2888686,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,,2012
2012-11-21,9:15,,,,,,,,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,2983240,PASSENGER VEHICLE,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,2012
2012-11-17,22:12,,,,,,34 STREET                       ,HUNTERS POINT AVENUE            ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,240217,PASSENGER VEHICLE,OTHER,,,,2012
2012-11-16,15:03,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3102183,PASSENGER VEHICLE,TAXI,,,,2012
2012-11-15,16:25,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2912609,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-11-15,8:15,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3044955,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,2012
2012-11-12,0:25,,,40.5858421,-73.9378751,"(40.5858421, -73.9378751)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2943832,OTHER,PASSENGER VEHICLE,,,,2012
2012-11-12,13:20,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2988157,SPORT UTILITY / STATION WAGON,VAN,,,,2012
2012-11-09,18:19,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2912591,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-11-09,7:10,,,,,,HICKS STREET                    ,SACKETT STREET                  ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,171136,VAN,VAN,,,,2012
2012-12-30,22:55,,,,,,EAST 138 STREET                 ,GRAND CONCOURSE                 ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,,,,73619,TAXI,AMBULANCE,,,,2012
2012-12-14,17:40,MANHATTAN,10001,40.7509908,-73.9906233,"(40.7509908, -73.9906233)",WEST 34 STREET                  ,7 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,27649,VAN,TAXI,,,,2012
2012-12-29,18:00,BROOKLYN,11223,40.5978331,-73.965485,"(40.5978331, -73.965485)",AVENUE U                        ,OCEAN PARKWAY                   ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,117822,PASSENGER VEHICLE,,,,,2012
2012-12-21,6:45,BROOKLYN,11215,40.6697539,-73.989218,"(40.6697539, -73.989218)",4 AVENUE                        ,10 STREET                       ,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,176754,BUS,PASSENGER VEHICLE,,,,2012
2012-12-20,7:00,QUEENS,11364,40.731779,-73.7701087,"(40.731779, -73.7701087)",FRANCIS LEWIS BOULEVARD         ,UNION TURNPIKE                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,234557,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,2012
2012-12-22,22:20,MANHATTAN,10018,40.7553303,-73.9911785,"(40.7553303, -73.9911785)",WEST 39 STREET                  ,8 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,27747,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-15,11:40,BRONX,10455,40.8160462,-73.911943,"(40.8160462, -73.911943)",WESTCHESTER AVENUE              ,SAINT ANNS AVENUE               ,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,73547,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-14,15:30,BROOKLYN,11236,40.641947,-73.9166193,"(40.641947, -73.9166193)",FOSTER AVENUE                   ,EAST 83 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Lost Consciousness,,,,145422,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-14,12:36,MANHATTAN,10018,40.7522807,-73.9896919,"(40.7522807, -73.9896919)",WEST 36 STREET                  ,7 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,27644,PASSENGER VEHICLE,PICK-UP TRUCK,,,,2012
2012-12-11,15:16,MANHATTAN,10028,40.7775048,-73.9549463,"(40.7775048, -73.9549463)",3 AVENUE                        ,EAST 84 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,46804,UNKNOWN,UNKNOWN,,,,2012
2012-12-20,8:00,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3122047,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-30,19:20,BROOKLYN,11226,40.6487936,-73.9522692,"(40.6487936, -73.9522692)",SNYDER AVENUE                   ,ROGERS AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,136724,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-31,14:30,BROOKLYN,11229,40.5999092,-73.9466325,"(40.5999092, -73.9466325)",AVENUE U                        ,BEDFORD AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,117830,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,2012
2012-12-12,8:31,BROOKLYN,11231,40.671975,-74.0008976,"(40.671975, -74.0008976)",CREAMER STREET                  ,COURT STREET                    ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,171243,PICK-UP TRUCK,OTHER,,,,2012
2012-12-28,10:50,BROOKLYN,11203,40.6558272,-73.9433549,"(40.6558272, -73.9433549)",EAST 37 STREET                  ,CLARKSON AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,136772,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,2012
2012-12-20,21:15,QUEENS,11368,40.7471956,-73.8603205,"(40.7471956, -73.8603205)",44 AVENUE                       ,104 STREET                      ,,1.0,0.0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,256247,PASSENGER VEHICLE,BICYCLE,,,,2012
2012-12-24,10:50,STATEN ISLAND,10308,40.5637738,-74.1558518,"(40.5637738, -74.1558518)",ARTHUR KILL ROAD                ,GIFFORDS LANE                   ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,295805,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,2012
2012-12-19,2:00,STATEN ISLAND,10314,40.5838035,-74.1612448,"(40.5838035, -74.1612448)",MARSH AVENUE                    ,RING ROAD                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,295691,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,,2012
2012-12-21,17:40,QUEENS,11101,40.7425234,-73.949232,"(40.7425234, -73.949232)",49 AVENUE                       ,21 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,240598,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,,2012
2012-12-15,16:20,MANHATTAN,10002,40.7236503,-73.991024,"(40.7236503, -73.991024)",EAST HOUSTON STREET             ,CHRYSTIE STREET                 ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,Unspecified,,,6449,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,2012
2012-12-28,12:30,QUEENS,11413,40.6736347,-73.7638308,"(40.6736347, -73.7638308)",FARMERS BOULEVARD               ,137 AVENUE                      ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,269303,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-27,9:15,BROOKLYN,11234,40.6320672,-73.9186024,"(40.6320672, -73.9186024)",FLATLANDS AVENUE                ,RALPH AVENUE                    ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,145485,BUS,,,,,2012
2012-12-11,11:10,MANHATTAN,10011,40.7317065,-74.0009562,"(40.7317065, -74.0009562)",WEST 4 STREET                   ,6 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,10147,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES) ,,,,2012
2012-12-13,12:25,MANHATTAN,10016,40.7460781,-73.9749359,"(40.7460781, -73.9749359)",EAST 36 STREET                  ,SECOND AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33605,PASSENGER VEHICLE,VAN,,,,2012
2012-12-31,6:10,QUEENS,11378,40.7315777,-73.9248348,"(40.7315777, -73.9248348)",54 ROAD                         ,43 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,240692,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,2012
2012-12-27,12:28,BROOKLYN,11231,40.6744699,-74.0019684,"(40.6744699, -74.0019684)",CLINTON STREET                  ,CENTRE STREET                   ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,171280,PASSENGER VEHICLE,UNKNOWN,,,,2012
2012-12-18,11:49,MANHATTAN,10013,40.7213532,-74.0046358,"(40.7213532, -74.0046358)",CANAL STREET                    ,WEST BROADWAY                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1491,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,,2012
2012-12-26,20:27,MANHATTAN,10019,40.7668758,-73.979076,"(40.7668758, -73.979076)",7 AVENUE                        ,WEST 59 STREET                  ,,0.0,1.0,0,1,0,0,0,0,Unspecified,,,,,39815,BUS,,,,,2012
2012-12-27,11:20,QUEENS,11101,40.7428752,-73.9339378,"(40.7428752, -73.9339378)",VAN DAM STREET                  ,47 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,240654,SPORT UTILITY / STATION WAGON,OTHER,,,,2012
2012-12-17,6:30,QUEENS,11101,40.7492975,-73.9494146,"(40.7492975, -73.9494146)",44 ROAD                         ,11 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,240534,PASSENGER VEHICLE,VAN,,,,2012
2012-12-12,19:30,BROOKLYN,11238,40.6804635,-73.9613466,"(40.6804635, -73.9613466)",ATLANTIC AVENUE                 ,GRAND AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,192220,LIVERY VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-20,14:45,MANHATTAN,10038,40.7090895,-74.007809,"(40.7090895, -74.007809)",DUTCH STREET                    ,JOHN STREET                     ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,1506,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,2012
2012-12-30,5:30,BRONX,10475,40.8825393,-73.8269682,"(40.8825393, -73.8269682)",TILLOTSON AVENUE                ,MERRITT AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,89585,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,2012
2012-12-22,2:10,,,,,,,,LOT OF 172-33 DOUGLAS AVE               ,1.0,0.0,1,0,0,0,0,0,Backing Unsafely,,,,,209874,SMALL COM VEH(4 TIRES) ,,,,,2012
2012-12-22,8:58,BRONX,10462,40.843767,-73.8655934,"(40.843767, -73.8655934)",WHITEPLAINS ROAD                ,VANNEST AVENUE                  ,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,103927,VAN,BICYCLE,,,,2012
2012-12-11,13:20,MANHATTAN,10022,40.7573632,-73.9606703,"(40.7573632, -73.9606703)",SUTTON PLACE SOUTH              ,EAST 57 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,33583,SPORT UTILITY / STATION WAGON,,,,,2012
2012-12-18,19:30,MANHATTAN,10065,40.7666672,-73.9670654,"(40.7666672, -73.9670654)",PARK AVENUE                     ,EAST 65 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,46886,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,2012
2012-12-27,12:55,MANHATTAN,10026,40.803897,-73.9520352,"(40.803897, -73.9520352)",WEST 117 STREET                 ,7 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,63986,MOTORCYCLE,PASSENGER VEHICLE,,,,2012
2012-12-18,11:00,BROOKLYN,11205,40.6969956,-73.9547447,"(40.6969956, -73.9547447)",WALWORTH STREET                 ,PARK AVENUE                     ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,180293,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,,2012
2012-12-28,14:17,MANHATTAN,10031,40.8245097,-73.9518505,"(40.8245097, -73.9518505)",WEST 142 STREET                 ,BROADWAY                        ,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,65372,UNKNOWN,,,,,2012
2012-12-20,9:35,,,,,,94 STREET                       ,GCP                             ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,280945,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-25,9:45,BROOKLYN,11226,40.6541504,-73.94993,"(40.6541504, -73.94993)",NOSTRAND AVENUE                 ,LENOX ROAD                      ,,2.0,0.0,0,0,0,0,2,0,Prescription Medication,Unspecified,,,,136675,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,2012
2012-12-20,15:30,,,,,,,,P/L OF 778 MANOR RD                     ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,295731,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-17,3:25,BRONX,10460,40.8502246,-73.8825581,"(40.8502246, -73.8825581)",SOUTHERN BOULEVARD              ,GROTE STREET                    ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,100645,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,2012
2012-12-20,11:20,,,,,,75 STREET                       ,7 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,141875,PASSENGER VEHICLE,UNKNOWN,,,,2012
2012-12-30,12:05,MANHATTAN,10027,40.8101738,-73.9511673,"(40.8101738, -73.9511673)",WEST 125 STREET                 ,FREDERICK DOUGLAS BOULEVARD     ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,63989,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-11,11:00,BROOKLYN,11201,40.6898703,-73.9882988,"(40.6898703, -73.9882988)",SMITH STREET                    ,SCHERMERHORN STREET             ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,188752,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-16,12:25,QUEENS,11379,40.7201559,-73.8896633,"(40.7201559, -73.8896633)",ELIOT AVENUE                    ,69 PLACE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,214848,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,2012
2012-12-23,10:50,BRONX,10468,40.8653467,-73.9084865,"(40.8653467, -73.9084865)",SEDGWICK AVENUE                 ,BAILEY AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,110549,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,,2012
2012-12-15,23:45,,,,,,BUFFALO AVENUE                  ,EAST NEW YORK AVENUE            ,,4.0,0.0,0,0,0,0,4,0,Unspecified,Unspecified,,,,173385,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,2012
2012-12-14,9:15,BROOKLYN,11203,40.6418376,-73.9341712,"(40.6418376, -73.9341712)",AVENUE D                        ,EAST 45 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,136572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-28,16:30,BROOKLYN,11213,40.6692499,-73.9394287,"(40.6692499, -73.9394287)",EASTERN PARKWAY                 ,ALBANY AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,,,,173444,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,2012
2012-12-19,20:55,MANHATTAN,10035,40.8024947,-73.9408968,"(40.8024947, -73.9408968)",EAST 121 STREET                 ,PARK AVENUE                     ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,60331,PICK-UP TRUCK,PASSENGER VEHICLE,,,,2012
2012-12-18,17:00,QUEENS,11429,40.7150167,-73.7416401,"(40.7150167, -73.7416401)",HEMPSTEAD AVENUE                ,217 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Prescription Medication,,,,221728,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,2012
2012-12-29,2:00,QUEENS,11370,40.7633472,-73.8839423,"(40.7633472, -73.8839423)",85 STREET                       ,25 AVENUE                       ,,2.0,0.0,0,0,0,0,2,0,Unspecified,,,,,281007,PASSENGER VEHICLE,,,,,2012
2012-12-20,9:00,BROOKLYN,11226,40.6444957,-73.9469788,"(40.6444957, -73.9469788)",EAST 32 STREET                  ,CORTELYOU ROAD                  ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,136779,PASSENGER VEHICLE,,,,,2012
2012-12-27,14:00,QUEENS,11355,40.7586676,-73.8290443,"(40.7586676, -73.8290443)",,,136-80 41 AVENUE                        ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,,,,,248286,PASSENGER VEHICLE,,,,,2012
2012-12-28,17:39,MANHATTAN,10022,40.7616096,-73.9707499,"(40.7616096, -73.9707499)",PARK AVENUE                     ,EAST 57 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Driver Inattention/Distraction,,,,39841,TAXI,PASSENGER VEHICLE,,,,2012
2012-12-21,19:29,BRONX,10458,40.8581915,-73.8843443,"(40.8581915, -73.8843443)",EAST FORDHAM ROAD               ,HUGHES AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,100706,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,2012
2012-12-18,11:00,BROOKLYN,11206,40.6924395,-73.9486211,"(40.6924395, -73.9486211)",PULASKI STREET                  ,MARCY AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,180285,PASSENGER VEHICLE,UNKNOWN,,,,2012
2012-12-29,5:00,MANHATTAN,10003,40.7332923,-73.9871799,"(40.7332923, -73.9871799)",3 AVENUE                        ,EAST 14 STREET                  ,,1.0,0.0,1,0,0,0,0,0,Passenger Distraction,,,,,22933,TAXI,,,,,2012
2012-12-15,21:00,BROOKLYN,11226,40.6523139,-73.9560111,"(40.6523139, -73.9560111)",LINDEN BOULEVARD                ,BEDFORD AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,136574,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-23,20:15,BROOKLYN,11212,40.6594846,-73.918295,"(40.6594846, -73.918295)",ROCKAWAY PARKWAY                ,LENOX ROAD                      ,,1.0,0.0,1,0,0,0,0,0,Passenger Distraction,,,,,136662,PASSENGER VEHICLE,,,,,2012
2012-12-14,16:00,STATEN ISLAND,10306,40.5663109,-74.1285719,"(40.5663109, -74.1285719)",AMBOY ROAD                      ,THOMAS STREET                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,295613,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,2012
2012-12-23,11:35,QUEENS,11372,40.7480249,-73.8802047,"(40.7480249, -73.8802047)",86 STREET                       ,ROOSEVELT AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,280966,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-21,7:50,BROOKLYN,11213,40.6774132,-73.9303181,"(40.6774132, -73.9303181)",UTICA AVENUE                    ,ATLANTIC AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,173410,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,,2012
2012-12-24,18:40,QUEENS,11369,40.7704007,-73.8755722,"(40.7704007, -73.8755722)",95 STREET                       ,DITMARS BOULEVARD               ,,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,280976,PASSENGER VEHICLE,UNKNOWN,,,,2012
2012-12-26,19:00,BROOKLYN,11218,40.6492494,-73.9687919,"(40.6492494, -73.9687919)",CATON AVENUE                    ,WESTMINSTER ROAD                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,148847,SPORT UTILITY / STATION WAGON,,,,,2012
2012-12-16,19:56,QUEENS,11357,40.7844653,-73.7999453,"(40.7844653, -73.7999453)",163 STREET                      ,16 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,248120,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,2012
2012-12-12,20:30,,,40.7816671,-73.9866887,"(40.7816671, -73.9866887)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2851398,LIVERY VEHICLE,PASSENGER VEHICLE,,,,2012
2012-12-31,11:10,QUEENS,11366,40.7284126,-73.7835998,"(40.7284126, -73.7835998)",CHEVY CHASE STREET              ,UNION TURNPIKE                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,234633,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,2012
2012-12-21,10:35,MANHATTAN,10022,40.7564521,-73.9703154,"(40.7564521, -73.9703154)",3 AVENUE                        ,EAST 51 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33687,SMALL COM VEH(4 TIRES) ,VAN,,,,2012
2012-12-14,14:30,BROOKLYN,11201,40.6948378,-73.9839237,"(40.6948378, -73.9839237)",FLATBUSH AVENUE EXTENSION       ,JOHNSON STREET                  ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,188774,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,2012
2012-12-29,15:00,QUEENS,11419,40.6850741,-73.8302822,"(40.6850741, -73.8302822)",112 STREET                      ,LIBERTY AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,229468,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,2012
2012-12-28,18:00,QUEENS,11377,40.7418634,-73.9075049,"(40.7418634, -73.9075049)",58 STREET                       ,QUEENS BOULEVARD                ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,240676,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,2012
