UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,Year
20580604,4692975,2024-01-05,3:50,510ebff4-fcaf-47af-8487-885c54592d17,NY,Station Wagon/Sport Utility Vehicle,KIA -CAR/SUV,,2022.0,West,1.0,M,Licensed,NY,Making Right Turn,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20581354,4693161,2024-01-05,18:00,89965ac0-f787-42ca-b617-9f45d133b5be,NY,Sedan,AUDI -CAR/SUV,,2013.0,West,1.0,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Center Front End,Center Front End,Center Front End,N,,Unspecified,Unspecified,2024
20580886,4693182,2024-01-05,21:18,14fbded4-333d-45e6-9246-b096f0bae0cc,NY,Sedan,TOYT -CAR/SUV,,2020.0,Southwest,1.0,,,,Making Left Turn,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Unspecified,2024
20581637,4693480,2024-01-05,17:16,2dcdec20-f30e-4a01-b429-44ae1d0966f2,NY,Box Truck,Hino,,2018.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579869,4692727,2024-01-05,1:25,02249eea-e597-42be-97c2-5c8613258970,,Tow Truck / Wrecker,,,,North,,,,,Going Straight Ahead,No Damage,No Damage,No Damage,No Damage,No Damage,Unspecified,,Driver Inattention/Distraction,Aggressive Driving/Road Rage,2024
20581279,4693180,2024-01-05,23:41,9e47550a-9df2-45d0-805b-59c8fb1a0d5f,NY,Pick-up Truck,FORD -CAR/SUV,,2005.0,East,1.0,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Bumper,Right Front Bumper,Right Front Bumper,N,,Passing Too Closely,Passing Too Closely,2024
20580923,4693234,2024-01-05,12:21,fb09aee2-fd2e-40c1-9a18-5a6a449c7b7f,NY,Sedan,MERZ -CAR/SUV,,2013.0,North,1.0,F,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Front Quarter Panel,Left Front Bumper,Left Front Quarter Panel,,N,,Unspecified,Unspecified,2024
20581330,4693352,2024-01-05,17:30,da757eee-4d0a-4cc3-a27a-3fcfd56654b6,,Station Wagon/Sport Utility Vehicle,HYUN -CAR/SUV,,,East,1.0,,,,Going Straight Ahead,Left Front Bumper,No Damage,,,,N,,Passing or Lane Usage Improper,,2024
20580102,4692890,2024-01-05,14:20,d338c33a-9ddf-428b-85b3-4615cd102260,NY,Motorcycle,KYMCO,,2022.0,East,1.0,F,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,,,,N,,Failure to Yield Right-of-Way,Unsafe Speed,2024
20581315,4693249,2024-01-05,19:00,5298320c-7522-46e1-81dc-29c4a71edbd3,NY,Sedan,KIA -CAR/SUV,,2023.0,East,1.0,F,Licensed,NY,Going Straight Ahead,Left Rear Bumper,Left Rear Bumper,Center Back End,Right Rear Bumper,,N,,Unspecified,Unspecified,2024
20587136,4696079,2024-01-05,8:14,bafa830f-bda0-46fc-a82f-88ab0bfb24a5,,,,,,,,,,,,,,,,,Unspecified,,,,2024
20581635,4693443,2024-01-05,13:00,d2166826-863d-4434-b5ee-4036cd3913ef,,,,,,,,,,,,,,,,,Unspecified,,Driver Inexperience,Failure to Yield Right-of-Way,2024
20580286,4692927,2024-01-05,20:42,8a1733a1-e1be-4a85-9886-caf161732975,NY,,CHEV -CAR/SUV,,2015.0,North,1.0,,,,Other*,,,,,,Unspecified,,Unspecified,Unspecified,2024
20580322,4692914,2024-01-05,12:55,61f54b58-ef2a-4f4e-a496-78e87d32161b,NY,Sedan,HOND -CAR/SUV,,2022.0,Southeast,1.0,F,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,Right Rear Bumper,N,,Unspecified,Unspecified,2024
20582706,4692955,2024-01-05,12:10,92c830a6-4167-4f03-ae36-3c43921ace91,NJ,Tanker,MACK-TRUCK/BUS,,2019.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,,,,N,,Following Too Closely,Unspecified,2024
20581226,4693291,2024-01-05,12:44,e356cc40-1ef4-4cbf-8333-56381dbe2805,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2016.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified,2024
20581544,4693522,2024-01-05,14:51,a5b6c72d-b40a-444f-b213-7c361880dd19,,,,,,,,,,,,,,,,,Unspecified,HEALTH CARE ASSOCIATES IN MEDICINE,,,2024
20581262,4693196,2024-01-05,15:51,111d0827-ffff-4c6a-886b-f1b6ae0569cb,NY,Sedan,BMW -CAR/SUV,,2014.0,East,1.0,,,,Parked,Left Rear Bumper,Left Rear Bumper,,,,N,,Unspecified,Unspecified,2024
20582137,4693708,2024-01-05,18:36,03dab113-8f0f-4b3a-b941-6d9dd39bd33a,NY,Sedan,LEXS -CAR/SUV,,2015.0,Unknown,1.0,M,Licensed,NY,Avoiding Object in Roadway,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,Center Front End,,N,,Outside Car Distraction,Outside Car Distraction,2024
20582254,4693853,2024-01-05,17:45,8a35d2be-7e6f-43af-9285-e34010c6cdde,PA,Sedan,SUBA -CAR/SUV,,2019.0,East,2.0,M,Licensed,PA,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,N,,Unspecified,Unspecified,2024
20580985,4693373,2024-01-05,7:45,85f3f6c4-6952-458d-ab25-490a75a019ca,NY,Station Wagon/Sport Utility Vehicle,ACUR -CAR/SUV,,2005.0,Unknown,0.0,F,Licensed,NY,Parked,Left Front Bumper,Left Front Bumper,Left Front Bumper,No Damage,No Damage,Unspecified,,Unspecified,Unspecified,2024
20585554,4695420,2024-01-05,17:27,1c7b5dc4-00bd-4e11-a82a-ca25a42d33a7,NY,Sedan,TOYT -CAR/SUV,,2017.0,West,1.0,M,Licensed,NY,Making U Turn,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,,,N,,Unspecified,Unspecified,2024
20581685,4693575,2024-01-05,21:20,c0b6e432-3b1f-48ca-8038-9f3784ba89ff,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2013.0,South,1.0,M,Licensed,NY,Stopped in Traffic,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Bumper,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20580264,4692853,2024-01-05,8:25,d572ac49-6e1f-415c-8494-f28b5d9a42c9,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2011.0,West,12.0,F,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Driver Inattention/Distraction,Unspecified,2024
20582176,4693696,2024-01-05,4:43,fb6af3d3-14a9-4e7c-bd51-71bb070d1474,,,,,,East,,,,,Going Straight Ahead,Center Front End,Center Front End,,,,Unspecified,,Driver Inattention/Distraction,Driver Inattention/Distraction,2024
20580171,4692911,2024-01-05,15:01,47745746-2869-4811-bd40-0df5ad30cde2,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2017.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Center Front End,Right Front Bumper,,,N,,Other Vehicular,Unspecified,2024
20581045,4693281,2024-01-05,12:35,8dc7358d-6eea-486f-8dba-5224775f0059,NY,Sedan,BMW -CAR/SUV,,2023.0,Unknown,0.0,F,Licensed,NY,Parked,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified,2024
20580555,4692871,2024-01-05,12:15,751f2070-52fa-47f1-854e-34260a7ad2f5,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2015.0,North,3.0,M,Licensed,NY,Slowing or Stopping,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified,2024
20580968,4693379,2024-01-05,7:20,a473e2cc-60e4-48be-bc74-8345eb32f63a,,,,,,North,1.0,,,,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Following Too Closely,Unspecified,2024
20581193,4693320,2024-01-05,0:05,133c4e20-a3f8-40f8-b660-44d26f4c4af9,NY,Sedan,NISS -CAR/SUV,,2023.0,East,0.0,,,,Parked,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,,N,,Unspecified,Unspecified,2024
20580664,4693011,2024-01-05,15:47,c322f2a1-cd92-4bae-b00e-199259f9fe34,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2006.0,South,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Unspecified,Unspecified,2024
20580553,4692871,2024-01-05,12:15,6165fa4b-0ba2-4e7d-9462-e1c44bfa68be,NY,Sedan,KIA -CAR/SUV,,2019.0,North,1.0,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,,N,,Aggressive Driving/Road Rage,Other Vehicular,2024
20580207,4692826,2024-01-05,8:57,f3b19497-4dcd-4cd6-96df-343116ce0505,NY,Sedan,NISS -CAR/SUV,,2012.0,South,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,Center Front End,N,,Following Too Closely,Unspecified,2024
20581063,4693222,2024-01-05,17:45,875f9d8a-2d2e-468c-8b36-987a1531e208,NY,Sedan,HYUN -CAR/SUV,,2012.0,West,1.0,M,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified,2024
20580209,4692873,2024-01-05,9:30,b0d37191-b7b3-42dc-a979-7ba85791a825,,Sedan,,,,,,,,,,,,,,,Unspecified,,Driver Inattention/Distraction,,2024
20582112,4693684,2024-01-05,2:00,0538f061-c2d9-44cd-845c-ef8977465d9d,NY,Ambulance,FORD-TRUCK/BUS,,2017.0,North,2.0,M,Licensed,NY,Backing,Center Back End,Left Rear Bumper,Center Back End,Left Rear Bumper,,N,,Backing Unsafely,Unspecified,2024
20580502,4693020,2024-01-05,15:30,1498598c-5d41-4470-a5ac-7fb0628f64c6,FL,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2023.0,North,1.0,M,Licensed,CA,Parked,Center Front End,Center Front End,Left Front Bumper,Left Side Doors,Left Front Quarter Panel,N,,Unspecified,Unspecified,2024
20580646,4692959,2024-01-05,0:00,0b3d2aaf-8789-434e-a9dc-0060c15878fa,NY,Sedan,,,2005.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction,2024
20580671,4693032,2024-01-05,23:00,79776d49-d85e-49e7-8aed-a366e852f686,,Sedan,FORD -CAR/SUV,,,North,1.0,,,,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,No Damage,N,,Failure to Yield Right-of-Way,Driver Inattention/Distraction,2024
20581529,4693498,2024-01-05,17:47,053babbf-b993-4d2a-9d89-8cb543a37e79,NY,Bus,NEW FLYER,,2021.0,West,1.0,M,Licensed,NY,Passing,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Passing Too Closely,Unspecified,2024
20580617,4692983,2024-01-05,15:15,8b7d5847-0641-41e3-8433-766f20eddf91,NY,Sedan,KIA -CAR/SUV,,2023.0,South,,,,,Going Straight Ahead,Other,Other,,,,N,,Unspecified,Unspecified,2024
20587135,4696079,2024-01-05,8:14,618b53c1-4635-4069-9473-ad31d5c8fadf,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2019.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified,2024
20580300,4692863,2024-01-05,12:45,59aa64f6-4ce7-4987-be7d-8fa78923330c,,,,,,East,,,,,Going Straight Ahead,,,,,,Unspecified,,Driver Inattention/Distraction,Driver Inattention/Distraction,2024
20582705,4692955,2024-01-05,12:10,0103b1eb-7d71-4f93-870c-7d6807ea8ee1,NY,Sedan,TOYT -CAR/SUV,,2021.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Left Rear Bumper,Left Rear Bumper,No Damage,,,N,,Passing or Lane Usage Improper,Unspecified,2024
20581089,4693104,2024-01-05,8:01,8b613f08-3eaa-4b61-a6a5-95699c240043,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2005.0,South,1.0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Undercarriage,Right Side Doors,Right Front Bumper,N,,Pavement Slippery,Unspecified,2024
20585958,4695588,2024-01-05,20:18,0c9e5ccd-5eb1-4270-936e-c498bbc0ab48,,Taxi,,,,North,,,,,Going Straight Ahead,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Passing or Lane Usage Improper,2024
20581162,4693303,2024-01-05,17:06,c491c03d-7816-4b3d-aa2d-d0dc19c5ccb6,NY,Sedan,HOND -CAR/SUV,,2007.0,Unknown,1.0,M,Licensed,NY,Backing,Left Rear Bumper,Left Rear Bumper,,,,N,,Backing Unsafely,Unspecified,2024
20581360,4693381,2024-01-05,15:50,6dd01a08-249f-4f6d-ad1b-aa6ff86174bd,NY,Sedan,TOYT -CAR/SUV,,2019.0,West,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Failure to Yield Right-of-Way,Driver Inattention/Distraction,2024
20580224,4692865,2024-01-05,14:06,9617b6ca-5f24-401b-b8fc-4d7888bc2eb7,NY,Sedan,TOYT -CAR/SUV,,2020.0,North,1.0,F,Licensed,NY,Stopped in Traffic,Center Front End,Center Front End,Right Front Bumper,Right Front Quarter Panel,Left Front Bumper,N,,Unspecified,Unspecified,2024
20581297,4693251,2024-01-05,19:30,0c84b6fa-c178-4dd1-8e3b-d1531912e8f5,NY,Sedan,LINC -CAR/SUV,,2003.0,North,0.0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Bumper,,,N,,Unspecified,Unspecified,2024
20586636,4695774,2024-01-05,18:30,96c02391-6a40-48c6-bf30-732fbb891739,NJ,Station Wagon/Sport Utility Vehicle,KIA -CAR/SUV,,2023.0,West,3.0,M,Licensed,NJ,Changing Lanes,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,Other,N,,Following Too Closely,Unsafe Lane Changing,2024
20582735,4694060,2024-01-05,21:26,133e739d-b0bd-416f-8ef9-7799ecb408e4,,,,,,,,,,,,,,,,,Unspecified,,,,2024
20581376,4693125,2024-01-05,7:05,9304fe0d-64a6-4052-bc7e-063189996d51,NY,Sedan,,,2019.0,West,1.0,,,,Going Straight Ahead,Right Rear Bumper,Right Rear Bumper,Center Back End,,,N,,Passing or Lane Usage Improper,Pavement Slippery,2024
20581353,4693161,2024-01-05,18:00,2b84fae2-5739-40c7-bc95-b9e7e3990a4f,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2010.0,West,2.0,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,,Unspecified,Unspecified,2024
20581143,4693308,2024-01-05,7:10,2b884c49-5a65-4686-a32e-62c382076a6c,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2019.0,West,0.0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Bumper,Left Side Doors,,N,,Unspecified,Unspecified,2024
20580873,4693401,2024-01-05,12:57,f0984c19-cffc-44a9-a540-53371ad68dc0,NY,Sedan,TOYT -CAR/SUV,,2017.0,West,1.0,M,Licensed,NY,Backing,Right Front Bumper,Right Front Bumper,No Damage,No Damage,,N,,Backing Unsafely,Driver Inexperience,2024
20586253,4695590,2024-01-05,9:46,10e16846-dbd0-41b7-9307-b5fef54e1a71,NY,Sedan,NISS -CAR/SUV,,2018.0,West,1.0,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,N,,Unspecified,Unspecified,2024
20580299,4692863,2024-01-05,12:45,510aba75-c119-4693-bdd8-4f0a3fbe4086,NY,Sedan,TOYT -CAR/SUV,,2016.0,East,0.0,,,,Parked,Left Side Doors,Left Front Quarter Panel,Left Rear Quarter Panel,,,N,,Unspecified,Unspecified,2024
20581076,4693283,2024-01-05,19:30,314880f1-2c17-475b-ad31-cd2f4910d4e6,,,,,,North,,,,,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Failure to Yield Right-of-Way,2024
20580874,4693401,2024-01-05,12:57,9b7618d8-9106-4974-927a-e496abe40373,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2011.0,West,0.0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,Left Side Doors,Left Rear Quarter Panel,N,,Unspecified,Unspecified,2024
20580304,4692901,2024-01-05,13:30,33d4e257-30f4-4308-b2ea-248a9407255b,,,,,,,,,,,,,,,,,Unspecified,"FENCE, GATE, FRONT YARD, AND STAIRCASE OF 1297 REMSEN AVENUE.",,,2024
20581174,4693206,2024-01-05,13:44,ffc33fa0-7719-4ec2-b87e-0491ec06ef28,NY,Sedan,HOND -CAR/SUV,,2018.0,West,2.0,F,Licensed,NY,Entering Parked Position,Center Front End,Left Front Bumper,Center Front End,Right Front Bumper,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction,2024
20580901,4693232,2024-01-05,0:00,3c8bf15a-3a17-4d7a-adf3-449d9cc07ded,FL,Tractor Truck Diesel,KW-TRUCK/BUS,,2017.0,Northwest,0.0,M,Licensed,FL,Making Left Turn,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified,2024
20580155,4692872,2024-01-05,8:30,4209bc20-2822-497f-826b-485da7885db3,,,,,,South,,,,,,,,,,,N,,Unspecified,Unspecified,2024
20580991,4693275,2024-01-05,7:18,93c1f38d-10c5-48c2-bd38-7df95530facc,NY,Van,DODG-TRUCK/BUS,,2007.0,West,,,,,Going Straight Ahead,,,,,,N,,Unspecified,Unspecified,2024
20580339,4692896,2024-01-05,17:53,7d8d66da-f229-4131-9aa4-5d79bf6fcfbc,PA,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2006.0,Southwest,1.0,M,Licensed,NY,Making Left Turn,Center Front End,Center Front End,Right Front Bumper,,,N,,Unspecified,Unspecified,2024
20580215,4692844,2024-01-05,8:30,2de8da24-2cb2-4fa9-8e0c-01a9200c1dc1,NY,Sedan,HOND -CAR/SUV,,2020.0,Southeast,0.0,,,,Parked,Right Front Bumper,Right Front Quarter Panel,Right Side Doors,Center Front End,Right Front Bumper,N,,Unspecified,Unspecified,2024
20580978,4693108,2024-01-05,22:34,f0f62a6e-07fb-4c22-83b1-d0f42b3262cb,NY,Sedan,MERZ -CAR/SUV,,2021.0,West,2.0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,,Unspecified,Unspecified,2024
20580159,4692921,2024-01-05,19:00,d07a7cb3-a41b-4072-bc16-00bea70d8ac7,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2000.0,Unknown,0.0,,,,Parked,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20580681,4692984,2024-01-05,23:30,9dda802d-c98e-4cb6-8c5e-0835e970fffa,PA,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2021.0,East,1.0,M,Unlicensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Side Doors,,,,N,,Alcohol Involvement,Unsafe Lane Changing,2024
20580315,4692902,2024-01-05,15:39,fafcd3f9-0913-4bdf-a691-9ebf5ba9061b,PA,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2015.0,South,1.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,N,,View Obstructed/Limited,View Obstructed/Limited,2024
20582713,4693941,2024-01-05,7:40,eacfdc86-5f31-41e0-9583-202c55daa869,NY,Bus,FORD-TRUCK/BUS,,2021.0,East,7.0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20580982,4693386,2024-01-05,14:30,1932ae93-7b58-414f-9ea6-9ea93a3800fb,,Bike,,,,North,1.0,M,,,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,Unspecified,,Passing or Lane Usage Improper,Following Too Closely,2024
20580981,4693386,2024-01-05,14:30,9699c1c9-8074-497a-ab40-17e30f825032,NY,Taxi,TOYT -CAR/SUV,,2019.0,North,2.0,M,Licensed,NY,Parked,Right Side Doors,No Damage,No Damage,No Damage,No Damage,N,,Passing or Lane Usage Improper,Unspecified,2024
20581718,4693509,2024-01-05,12:25,4dd781d8-1a89-4921-a46a-9a3ecd3ec1a2,NJ,Flat Rack,STERLING,,2007.0,East,1.0,M,Licensed,NY,Slowing or Stopping,Center Front End,Center Front End,Roof,,,N,,Driver Inattention/Distraction,Unspecified,2024
20585330,4695193,2024-01-05,16:10,85096218-9663-45d5-ab20-8ece1f5f3140,NY,Bus,NOVA,,2012.0,West,1.0,F,Licensed,NY,Merging,Right Rear Quarter Panel,Right Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Oversized Vehicle,View Obstructed/Limited,2024
20581628,4692712,2024-01-05,0:45,aa7ab533-a6c8-4bcf-a495-cca2e9c5e8f6,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2018.0,South,2.0,M,Licensed,NY,Stopped in Traffic,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified,2024
20582719,4694075,2024-01-05,7:07,ed22df5d-e3fb-4ad4-a661-ae96f031a079,NY,Box Truck,ISU-TRUCK/BUS,,2021.0,South,1.0,M,Licensed,NY,Making Left Turn,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,N,,Following Too Closely,Driver Inattention/Distraction,2024
