UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,Year
20579076,4692280,2024-01-03,8:47,54ec3684-bbb6-4b32-913b-61568a42674a,NY,Sedan,TOYT -CAR/SUV,,2007.0,East,2.0,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20578937,4692424,2024-01-03,15:13,022a214f-ac90-44c8-8b57-3fb5a4fb5811,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2020.0,West,1.0,F,Licensed,NY,Parked,Left Front Bumper,Left Front Bumper,Center Front End,,,N,,Unspecified,Unspecified,2024
20580915,4693204,2024-01-03,0:00,325449a0-f928-446c-8d85-9d86a039491a,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2022.0,Southwest,1.0,M,Licensed,NY,Making Left Turn,Right Front Bumper,Right Front Bumper,Right Front Bumper,Right Front Bumper,Right Front Bumper,N,,Unspecified,Unspecified,2024
20579586,4692580,2024-01-03,14:40,0e497fab-71ad-44cb-bdf0-cce30e87bdf3,NY,Bus,FORD-TRUCK/BUS,,2024.0,South,8.0,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,Unspecified,,Unspecified,Unspecified,2024
20579471,4692560,2024-01-03,8:15,6f23524e-9c9c-4c77-9e9c-73a00c273c31,NY,Sedan,TOYT -CAR/SUV,,2019.0,West,1.0,F,Licensed,NY,Stopped in Traffic,Left Front Quarter Panel,Left Front Quarter Panel,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20581571,4693469,2024-01-03,1:00,fbedb7ea-43aa-47b5-8a47-7fb708fc6e01,,,,,,,,,,,,,,,,,Unspecified,,Passing Too Closely,,2024
20580853,4693332,2024-01-03,8:31,63aeba5b-6867-4cb0-bab3-952d081f2f3b,NY,Sedan,AUDI -CAR/SUV,,2023.0,North,2.0,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,,N,,Unspecified,Unspecified,2024
20579610,4692579,2024-01-03,17:00,5db10324-1cfa-48ed-9d4c-3eab3ac80f6a,,Station Wagon/Sport Utility Vehicle,,,,South,1.0,,,,Backing,Right Rear Bumper,Right Rear Bumper,,,,N,,Backing Unsafely,Driver Inattention/Distraction,2024
20579595,4692505,2024-01-03,18:30,87b246ab-5e0e-4e46-bf1e-8982155204a8,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2006.0,South,0.0,M,Licensed,NY,Parked,Center Back End,Center Back End,Left Rear Quarter Panel,Right Front Bumper,,N,,Unspecified,Unspecified,2024
20582103,4693681,2024-01-03,19:30,f1cf165e-7369-45eb-baad-5da80ff9cbc1,,,,,,,,,,,,,,,,,Unspecified,,,,2024
20579774,4692538,2024-01-03,7:15,86b27dde-ffde-453b-8791-cf3e93ff135d,,Station Wagon/Sport Utility Vehicle,,,,East,,,,,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,Unspecified,,Driver Inattention/Distraction,Driver Inattention/Distraction,2024
20582078,4693690,2024-01-03,9:45,580a145d-4a4b-4f81-90c3-f962957cee6c,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2023.0,East,0.0,,,,Parked,Right Rear Bumper,Right Rear Bumper,,,,N,,Unspecified,Unspecified,2024
20579661,4692777,2024-01-03,11:20,85836fe4-fdb8-444e-9538-d0c089ff88ab,NY,Ambulance,Ford,,2023.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,No Damage,No Damage,No Damage,No Damage,N,,Oversized Vehicle,Unspecified,2024
20589734,4697578,2024-01-03,21:45,794777e9-1f18-4159-9215-88c779592195,NY,Sedan,NISS -CAR/SUV,,2023.0,South,0.0,,,,Parked,Right Side Doors,Right Side Doors,Right Side Doors,,,N,,Unspecified,Unspecified,2024
20579447,4692640,2024-01-03,14:33,9ea1f77a-8797-4a35-8b3d-6dd088539ef2,,,,,,North,,,,,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Following Too Closely,Driver Inattention/Distraction,2024
20579541,4692700,2024-01-03,10:15,be30d4b3-13f9-4f57-903e-e7f6011adafe,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2018.0,North,2.0,M,Licensed,NY,Making Right Turn,Center Front End,Center Front End,Center Front End,Center Front End,Center Front End,N,,Unspecified,Unspecified,2024
20579064,4692399,2024-01-03,17:58,7047f9fd-7217-4ff1-82a4-a6bf5fc57fbc,MD,Pick-up Truck,DODG -CAR/SUV,,2014.0,Southwest,1.0,M,Licensed,NY,Making Left Turn,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Driver Inattention/Distraction,2024
20580082,4692880,2024-01-03,22:16,2c04a29a-8923-440a-a622-72d92c907f92,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2023.0,Southwest,1.0,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,Left Rear Bumper,,N,,Unspecified,Unspecified,2024
20579682,4692488,2024-01-03,15:40,8ba15c9e-2470-49c5-b494-a51ba203ce5e,NY,Sedan,CHEV -CAR/SUV,,2005.0,East,1.0,M,Licensed,NY,Starting from Parking,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified,2024
20579016,4692468,2024-01-03,13:35,9950fae5-cd94-4750-ba5c-42523adb9285,NY,Sedan,TOYT -CAR/SUV,,2016.0,South,0.0,M,,,Parked,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20589735,4697578,2024-01-03,21:45,443c9c88-4b23-4ee1-aede-2f260b2f2eb5,,,,,,South,,,,,Going Straight Ahead,,,,,,Unspecified,,Unspecified,Unspecified,2024
20578817,4692466,2024-01-03,15:30,912e788c-7f8b-4de1-8d18-9d04650412a8,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2019.0,South,0.0,,,,Parked,Right Rear Bumper,Right Rear Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20582128,4693660,2024-01-03,13:55,2ff49291-f0c8-4d51-ae84-abd57a20ed3d,,Moped,,,,North,1.0,,,,Going Straight Ahead,Center Front End,No Damage,No Damage,,,Unspecified,,Failure to Yield Right-of-Way,Driver Inattention/Distraction,2024
20579446,4692640,2024-01-03,14:33,94909eb3-47ab-4238-806f-d14994c41469,NY,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2020.0,North,3.0,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Reaction to Uninvolved Vehicle,Unspecified,2024
20579035,4692461,2024-01-03,6:10,38f8e350-fb8e-44df-baba-f52db75732b6,NY,Sedan,TOYT -CAR/SUV,,2019.0,North,1.0,M,Licensed,NJ,Going Straight Ahead,Center Front End,Left Front Bumper,Right Front Bumper,,,N,,Following Too Closely,Driver Inattention/Distraction,2024
20593389,4692473,2024-01-03,10:00,477e2860-1316-462e-a54a-1193f26830e1,NY,Sedan,TOYT -CAR/SUV,,2022.0,East,0.0,,,,Parked,Right Front Bumper,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified,2024
20583747,4694562,2024-01-03,7:50,5ef2887a-326e-4f6d-8dce-269af09fc92b,NY,Box Truck,freig van,,2017.0,East,0.0,M,,,Going Straight Ahead,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Driver Inattention/Distraction,2024
20579032,4692396,2024-01-03,18:45,37157fd1-92b5-4406-bb33-3bd7e72efc8e,NY,Ambulance,FORD-TRUCK/BUS,,2019.0,North,1.0,M,Licensed,NY,Stopped in Traffic,Right Front Bumper,Right Front Bumper,,,,N,,Other Vehicular,Other Vehicular,2024
20580143,4692867,2024-01-03,15:00,e8b36d7e-dad9-4c65-92b8-5eb33e120079,,Van,DODG-TRUCK/BUS,,2018.0,North,,,,,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,,,2024
20579051,4692454,2024-01-03,0:00,650fd2cd-77ab-4c64-9cba-8555607e0a07,NY,Bus,FORD,,2015.0,Unknown,22.0,M,,,Parked,Center Back End,Center Back End,,,,Unspecified,,Unspecified,Unspecified,2024
20579388,4692612,2024-01-03,10:31,0b53c9d5-fc1b-4736-ac3a-f0c1ea41919c,NY,Sedan,SUBA -CAR/SUV,,2012.0,South,1.0,M,Licensed,NY,Passing,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Bumper,,,N,,Passing or Lane Usage Improper,Unsafe Lane Changing,2024
20578990,4692229,2024-01-03,9:10,077538a3-501c-4b84-b422-649e00f24dc9,NY,Sedan,DODG -CAR/SUV,,2019.0,East,0.0,,,,Parked,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,,,N,,Unspecified,Unspecified,2024
20579023,4692278,2024-01-03,9:25,1a1d09a4-9fcf-4b75-a539-9c5d764a5caf,AL,Station Wagon/Sport Utility Vehicle,HUMM -CAR/SUV,,2006.0,East,1.0,F,Licensed,NY,Making Left Turn,Right Front Bumper,No Damage,,,,N,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,2024
20579057,4692401,2024-01-03,16:59,423aba63-7932-4d52-b73b-deeb2ad532e2,NY,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2009.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Right Rear Bumper,Right Rear Bumper,No Damage,No Damage,No Damage,N,,Other Vehicular,Unspecified,2024
20579058,4692401,2024-01-03,16:59,477ee33d-5fe2-493c-af48-85c033a5f5f1,NY,Sedan,TOYT -CAR/SUV,,2016.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Other Vehicular,Unspecified,2024
20578747,4692269,2024-01-03,10:31,c2238646-6322-482a-953d-cda2a3dc363a,NY,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2015.0,South,1.0,M,Licensed,NY,Parked,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579678,4692500,2024-01-03,14:43,cb10fa6d-0cce-41b3-95b1-b41593887d65,NY,Sedan,JEEP -CAR/SUV,,2023.0,South,1.0,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,,,N,,Passing or Lane Usage Improper,Driver Inattention/Distraction,2024
20579504,4692628,2024-01-03,14:57,5737c96d-bb3a-4a82-a9ca-184fe6c69593,NY,Sedan,TOYT -CAR/SUV,,2009.0,West,1.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Driver Inattention/Distraction,2024
20579528,4692666,2024-01-03,12:08,4c82db22-e75e-4609-9f14-568e7e9db90c,NY,Station Wagon/Sport Utility Vehicle,,,2019.0,North,1.0,M,Licensed,NY,Parked,Left Side Doors,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20578757,4692312,2024-01-03,11:21,cbf62420-fc31-4bda-a946-1706182895bf,NY,Taxi,HOND -CAR/SUV,,2023.0,North,1.0,F,Licensed,NY,Going Straight Ahead,Other,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20581553,4692771,2024-01-03,22:38,55a0a911-72c2-420d-a3ba-9d50da784761,NY,Sedan,TOYT -CAR/SUV,,2021.0,West,0.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Right Front Bumper,Left Front Bumper,,,N,,Unspecified,Unspecified,2024
20579596,4692505,2024-01-03,18:30,0247f078-39b9-4179-8178-eaa9c0cee8d9,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2016.0,South,0.0,F,Licensed,NY,Parked,Left Rear Bumper,Left Rear Bumper,,,,N,,Unspecified,Unspecified,2024
20580898,4693174,2024-01-03,21:45,31e832ae-c9ee-4d5d-bf10-cdc00307b57f,,,,,,,,,,,Going Straight Ahead,,,,,,Unspecified,,Following Too Closely,Unspecified,2024
20579486,4692699,2024-01-03,9:05,9154904f-455f-4005-b6f1-e2f4f7d4b6dc,NJ,Sedan,TOYT -CAR/SUV,,2020.0,West,1.0,M,Unlicensed,NY,Making Right Turn,No Damage,No Damage,No Damage,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Unspecified,2024
20578938,4692424,2024-01-03,15:13,d97ca4d9-8517-4ff5-841d-d8684f6b487b,NY,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2004.0,West,1.0,M,Licensed,NY,Making Right Turn,Right Side Doors,Right Side Doors,,,,N,,Turning Improperly,Passing Too Closely,2024
20578897,4692458,2024-01-03,9:00,6a4b4473-f1c7-4804-ab07-d7ea9d571670,NY,Sedan,HOND -CAR/SUV,,2004.0,East,2.0,M,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,Unspecified,,Unspecified,Unspecified,2024
20583151,4694159,2024-01-03,17:30,0f81d93e-89fb-4911-b3c6-b56721a81135,NY,Sedan,HOND -CAR/SUV,,2010.0,West,1.0,F,Licensed,NY,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Other Vehicular,Other Vehicular,2024
20579049,4692368,2024-01-03,13:15,af5a13b4-5db0-4d54-9826-c7a64e99ef33,NY,Sedan,TOYT -CAR/SUV,,2010.0,East,1.0,F,Licensed,NY,Making Right Turn,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Failure to Yield Right-of-Way,2024
20580879,4693177,2024-01-03,11:19,f2fce854-2793-465e-934a-3221c3e509b2,NY,Sedan,MERZ -CAR/SUV,,2017.0,North,1.0,M,Licensed,NY,Making Left Turn,Right Rear Bumper,Right Rear Bumper,No Damage,No Damage,No Damage,N,,Unsafe Lane Changing,Unspecified,2024
20578971,4692393,2024-01-03,15:00,580bae5a-164d-4e8b-9f84-ec331c4454e2,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2012.0,West,1.0,M,Licensed,NY,Making Left Turn,Center Front End,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579617,4692677,2024-01-03,16:22,b206ef21-8cee-4b8c-bfe7-938ef003ab59,NY,Sedan,TOYT -CAR/SUV,,2000.0,East,0.0,,,,Parked,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579532,4692693,2024-01-03,20:44,432ce10e-9887-4b00-a6f3-be5319bbf9a1,,Bike,,,,South,1.0,M,Unlicensed,,Going Straight Ahead,Demolished,Demolished,No Damage,No Damage,No Damage,Unspecified,,Other Vehicular,Unspecified,2024
20587045,4695878,2024-01-03,20:34,eb9bfd39-44e1-4507-82a5-827cede534a5,NJ,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2024.0,South,2.0,M,Licensed,MO,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Quarter Panel,N,,Reaction to Uninvolved Vehicle,Unspecified,2024
20581505,4693421,2024-01-03,22:41,3a0daacb-8d4d-45a2-a5ca-af30d3d2df49,NY,Sedan,ACUR -CAR/SUV,,2022.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Passing Too Closely,Unspecified,2024
20579853,4692511,2024-01-03,12:30,a4145c59-5124-4bfa-ba60-72b66a692a96,NY,Sedan,HOND -CAR/SUV,,2004.0,Southeast,0.0,,,,Parked,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,Right Side Doors,Right Side Doors,N,,Unspecified,Unspecified,2024
20582689,4693922,2024-01-03,8:05,e3864e2d-15a1-4a4e-a80e-0f8092faeaa4,NJ,Carry All,KW-TRUCK/BUS,,2019.0,West,1.0,M,Licensed,NY,Backing,Center Back End,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20593763,4698835,2024-01-03,7:00,0fef6968-ddf3-4a40-beae-833d2b64b2a2,NY,,,,,East,,,,,Going Straight Ahead,Right Front Quarter Panel,,,,,Unspecified,,Driver Inattention/Distraction,Unspecified,2024
20581506,4693421,2024-01-03,22:41,0efdbccc-053e-42d7-8954-59ec1a8d97be,NY,Sedan,TOYT -CAR/SUV,,2019.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Center Back End,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579707,4692498,2024-01-03,18:05,95255e93-4547-4a5d-9b67-22e6a2ddc4e4,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2019.0,West,1.0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unsafe Lane Changing,Outside Car Distraction,2024
20580088,4692831,2024-01-03,14:30,48743032-8865-4a52-b11e-4176c1ca1073,CT,Sedan,MERZ -CAR/SUV,,2017.0,South,1.0,F,Licensed,NY,Going Straight Ahead,Left Front Bumper,Center Front End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20578843,4692311,2024-01-03,9:05,bc4cc227-a530-4142-9dbb-1466363d8bb3,VA,Sedan,BMW -CAR/SUV,,2020.0,South,2.0,M,Licensed,VA,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Center Front End,,,N,,Driver Inexperience,Unspecified,2024
20579667,4692730,2024-01-03,16:08,61cfcce7-c069-418d-9d94-a6d67eaf4b67,NY,Station Wagon/Sport Utility Vehicle,BUIC -CAR/SUV,,2023.0,South,1.0,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,Center Front End,Left Front Bumper,Right Front Bumper,N,,Unspecified,Unspecified,2024
20580117,4692864,2024-01-03,0:00,79854b93-6727-471c-a646-17f8649d3026,NY,Sedan,TOYT -CAR/SUV,,2022.0,East,3.0,F,Licensed,NY,Going Straight Ahead,Center Front End,Left Front Quarter Panel,Left Front Quarter Panel,,,N,,Driver Inattention/Distraction,Driver Inexperience,2024
20579606,4692731,2024-01-03,22:30,7e76bc58-5b03-4b54-8066-0815030f6855,,,,,,West,1.0,,,,Going Straight Ahead,,,,,,N,,Driver Inattention/Distraction,Unspecified,2024
20579662,4692777,2024-01-03,11:20,799d37a8-a2a0-4ac5-b2f0-5b614388d090,NY,Box Truck,VOLV -TRUCK/BUS,,2019.0,West,0.0,M,Licensed,NY,Parked,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified,2024
20580917,4693132,2024-01-03,6:15,2cce600f-78e1-480d-af68-6f307252bbf3,NJ,Sedan,,,2022.0,North,0.0,,,,Parked,Left Front Bumper,Left Front Bumper,Center Front End,,,N,,Unspecified,Unspecified,2024
20579061,4692430,2024-01-03,20:10,89bada1b-c20f-46a6-a2c2-d5efefd77cf2,NY,Sedan,TOYT -CAR/SUV,,2009.0,South,1.0,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,,Unspecified,Unspecified,2024
20579700,4692707,2024-01-03,8:24,1b988031-15a0-4a65-839a-f4dd8d585ecd,PA,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2013.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Side Doors,,,,N,,Cell Phone (hand-Held),Driver Inattention/Distraction,2024
