UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,Year
20577426,4691822,2024-01-01,7:52,24313454-8f8d-4d1a-b279-569dd4345db4,NY,Box Truck,INTL-TRUCK/BUS,,2016.0,North,0.0,,,,Parked,Center Back End,Center Back End,Left Rear Bumper,,,N,,Unspecified,Unspecified,2024
20584531,4693157,2024-01-01,4:53,1a50ebf9-f5e0-4489-a670-3cc4cf1d3088,NY,Sedan,TOYT -CAR/SUV,,2015.0,South,0.0,,,,Parked,Left Rear Bumper,Left Rear Bumper,Center Back End,Center Back End,Center Back End,N,,Unspecified,Unspecified,2024
20577573,4691881,2024-01-01,10:00,0e4f3087-c398-471e-9489-e10aea256593,NJ,Station Wagon/Sport Utility Vehicle,MITS -CAR/SUV,,2007.0,West,1.0,M,,,Going Straight Ahead,Center Back End,Overturned,,,,N,,Driver Inattention/Distraction,Unspecified,2024
20578250,4692012,2024-01-01,20:00,3a0425bc-a1f4-4586-88d2-7ee499fbfa35,NC,Station Wagon/Sport Utility Vehicle,LNDR -CAR/SUV,,2015.0,East,0.0,,,,Parked,Left Side Doors,Left Side Doors,Left Front Quarter Panel,Left Rear Quarter Panel,,N,,Unspecified,Unspecified,2024
20578258,4691988,2024-01-01,10:05,4c7de007-beec-4854-965d-8059f879f788,FL,Van,FORD-TRUCK/BUS,,2023.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,Left Front Bumper,Right Front Quarter Panel,N,,Lost Consciousness,Illnes,2024
20579464,4692645,2024-01-01,20:08,e7098973-a492-44e0-9eec-3a4c7908c33a,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2020.0,North,1.0,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified,2024
20577553,4691785,2024-01-01,4:30,31110e3f-40a6-4389-9c2f-03892cf89d5f,IN,PK,FRHT-TRUCK/BUS,,2017.0,North,1.0,M,Licensed,NY,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified,2024
20577532,4691870,2024-01-01,15:09,1a305b09-451a-420b-82a3-90a912eb0402,,,,,,,,,,,,,,,,,Unspecified,BUS STOP AND LAMP POST,,,2024
20585322,4695188,2024-01-01,17:31,d5bba8e6-48bb-4c50-b420-bac672b77650,NC,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2002.0,South,1.0,M,Licensed,NY,Making U Turn,Left Front Quarter Panel,No Damage,No Damage,No Damage,No Damage,N,,Turning Improperly,Driver Inattention/Distraction,2024
20578138,4692064,2024-01-01,6:45,61185a64-e933-4e6d-babe-3ec6785787a8,NY,Sedan,,,2017.0,North,1.0,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,No Damage,N,,Unspecified,Unspecified,2024
20577581,4691801,2024-01-01,18:03,15fe477f-db27-46af-93c6-3b61109fec6c,NY,Pick-up Truck,CHEV -CAR/SUV,,2003.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Unsafe Speed,Unspecified,2024
20577456,4691740,2024-01-01,1:30,136587ce-62d6-45ca-a3b7-19668ce08271,NY,Sedan,NISS -CAR/SUV,,2019.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,,,,N,,Driver Inattention/Distraction,Driver Inexperience,2024
20577446,4691839,2024-01-01,4:35,28e33741-8cad-4ffe-b97a-18f1a26b2229,NY,Sedan,TOYT -CAR/SUV,,2023.0,South,1.0,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Other,,,,N,,Unspecified,Unspecified,2024
20577509,4691753,2024-01-01,12:00,2bdfb967-8022-46d1-87fe-2e88c6e57821,NY,Bus,BLUI-TRUCK/BUS,,2018.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Right Side Doors,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579450,4692615,2024-01-01,7:15,746b67d3-f47e-407a-8c11-8450b17c3a61,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2015.0,North,0.0,,,,Parked,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,Center Back End,N,,Unspecified,Unspecified,2024
20578809,4692201,2024-01-01,7:45,d0a069fa-dfba-4f92-a656-9741564ae705,NY,Station Wagon/Sport Utility Vehicle,SUBA -CAR/SUV,,2010.0,West,0.0,,,,Parked,Center Front End,Center Front End,,,,Unspecified,,Unspecified,Unspecified,2024
20577512,4691850,2024-01-01,8:32,42769581-9678-4095-b94c-ba2ff1d6d259,NY,,CADI -CAR/SUV,,2016.0,West,1.0,,,,Starting in Traffic,No Damage,No Damage,No Damage,No Damage,No Damage,N,,Fell Asleep,Driver Inattention/Distraction,2024
20580490,4693004,2024-01-01,18:00,1462ccb0-ef2e-4ba0-b300-0bc14fbf676e,NY,Sedan,FORD -CAR/SUV,,2002.0,South,0.0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified,2024
20577465,4691668,2024-01-01,2:00,874c5a9c-cbc8-450e-8869-34c85d48f401,NY,Sedan,FORD -CAR/SUV,,2017.0,East,1.0,M,Licensed,NY,Parked,Left Front Quarter Panel,Left Front Quarter Panel,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20577400,4691908,2024-01-01,3:10,b5f3f304-4b14-4896-8816-4ffaeb44c0b4,ZZ,Sedan,BMW -CAR/SUV,,2022.0,South,1.0,U,,,Going Straight Ahead,Undercarriage,Undercarriage,Left Rear Quarter Panel,Left Rear Bumper,No Damage,N,,Unspecified,Unspecified,2024
20577504,4691883,2024-01-01,7:08,22961423-0bc6-4e6f-a333-7a2603f5cbc6,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2008.0,West,1.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Quarter Panel,Left Side Doors,Left Rear Quarter Panel,,N,,Unspecified,Unspecified,2024
20577423,4691751,2024-01-01,2:05,c3961251-9206-4f59-b3e7-93cae893b89b,NY,Station Wagon/Sport Utility Vehicle,TESL -CAR/SUV,,2023.0,East,2.0,M,Licensed,NY,Making Left Turn,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified,2024
20577438,4691888,2024-01-01,1:30,109ff2bb-915f-4262-bbd6-06ed146363ed,,Sedan,AUDI -CAR/SUV,,,,,,,,Passing,,,,,,Unspecified,,Passing or Lane Usage Improper,Passing Too Closely,2024
20580421,4692945,2024-01-01,0:00,56e3bf12-aecf-4720-98ae-7e98aa36c061,NY,Sedan,MERZ -CAR/SUV,,2006.0,East,2.0,M,Permit,NY,Changing Lanes,Left Front Bumper,Left Rear Bumper,Right Rear Bumper,Right Side Doors,Demolished,N,,Driver Inexperience,Passing or Lane Usage Improper,2024
20577494,4691892,2024-01-01,3:30,2bed41f8-0391-473f-a1b7-2857abbfa7f1,NY,Sedan,BMW -CAR/SUV,,2014.0,South,1.0,,,,Going Straight Ahead,Left Front Bumper,Left Front Bumper,,,,N,,Aggressive Driving/Road Rage,Unspecified,2024
20579397,4692614,2024-01-01,4:00,f21a4b89-6e42-4be0-a5ac-282d65d683c8,NB,,,,,South,,,,,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,Center Front End,N,,Alcohol Involvement,Driver Inattention/Distraction,2024
20583735,4694445,2024-01-01,1:44,85fe6391-75ca-4c16-8c16-2d98571e2d80,NY,Sedan,TOYT -CAR/SUV,,2021.0,North,1.0,,,,Going Straight Ahead,,,,,,N,,Driver Inattention/Distraction,Passing Too Closely,2024
20577580,4691801,2024-01-01,18:03,5bf90048-6953-4322-9c7f-4992bea445f2,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2023.0,North,1.0,M,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,Center Back End,,,N,,Unspecified,Unspecified,2024
20578123,4692007,2024-01-01,15:37,2572aff4-cdac-4518-9ace-c9a2a26bec7a,NY,Sedan,HOND -CAR/SUV,,1998.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Driver Inexperience,2024
20577594,4691806,2024-01-01,20:00,6cc0cad7-17a2-4a93-9a91-b7e5ce0932dd,,,,,,South,,,,,Going Straight Ahead,Right Front Bumper,,,,,Unspecified,,Driver Inattention/Distraction,Unsafe Speed,2024
20577491,4691891,2024-01-01,5:25,3ca3569d-95bc-41a2-8a71-1717aa5f0556,NY,Sedan,TOYT -CAR/SUV,,2019.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Following Too Closely,View Obstructed/Limited,2024
20577585,4691848,2024-01-01,23:42,dc9f899c-a90b-4016-ab40-bd38d5cbcc25,NY,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2015.0,East,1.0,F,Licensed,NY,Changing Lanes,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified,2024
20578188,4691930,2024-01-01,6:17,ee16278f-bcb3-4abc-909a-ff12d9cb8402,NY,Sedan,FORD -CAR/SUV,,2016.0,South,1.0,M,Licensed,NY,Slowing or Stopping,Center Front End,No Damage,,,,N,,Driver Inattention/Distraction,Unspecified,2024
20587930,4696211,2024-01-01,5:16,9819452d-afff-4d27-bd61-be532168c99d,IN,,,,,,,,,,,,,,,,Unspecified,,,,2024
20579377,4692576,2024-01-01,15:09,961c5cd8-bc07-4d33-ae89-bc5356db9e6c,NY,Sedan,SUBA -CAR/SUV,,2024.0,East,0.0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Quarter Panel,N,,Unspecified,Unspecified,2024
20584530,4693157,2024-01-01,4:53,49b44c9a-7067-4264-a041-cef24b845a30,NY,Sedan,NISS -CAR/SUV,,2018.0,East,2.0,M,Unlicensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,N,,Unspecified,Unspecified,2024
20578387,4692165,2024-01-01,0:00,61c77c54-a9dc-47ad-860d-d582d89ce243,NJ,Sedan,INFI -CAR/SUV,,2017.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,Right Side Doors,Left Side Doors,N,,Unspecified,Unspecified,2024
20578047,4692107,2024-01-01,5:30,e64013fd-adf1-410a-943e-cf2c06e87182,NY,Sedan,NISS -CAR/SUV,,2019.0,West,1.0,F,Licensed,NY,Parked,Right Rear Bumper,Right Rear Bumper,Right Rear Quarter Panel,Right Rear Quarter Panel,Center Back End,N,,Unspecified,Unspecified,2024
20580823,4693359,2024-01-01,6:49,41073517-0ef6-45b1-ad53-256292387d25,NY,Sedan,BUIC -CAR/SUV,,2000.0,North,1.0,M,Unlicensed,,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Right Front Bumper,,,N,,Driver Inexperience,Driver Inattention/Distraction,2024
20578759,4692363,2024-01-01,1:44,53a26d28-7ce2-4228-8df7-0fd0a597cbe5,,,,,,East,1.0,,,,Going Straight Ahead,Right Front Quarter Panel,,,,,N,,Driver Inattention/Distraction,Passing Too Closely,2024
20577524,4691828,2024-01-01,7:05,1541c14b-e7b3-4ac6-84b5-43875cb048e3,NJ,Sedan,KIA -CAR/SUV,,2017.0,West,0.0,,,,Parked,Right Rear Bumper,Right Rear Bumper,Right Rear Quarter Panel,Center Front End,,N,,Unspecified,Unspecified,2024
20578206,4692059,2024-01-01,20:00,d3c72b8a-14ff-467c-a27b-88e452883d3d,NY,Sedan,HOND -CAR/SUV,,2020.0,South,0.0,,,,Parked,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,N,,Unspecified,Unspecified,2024
20577430,4691911,2024-01-01,5:21,877ab567-05fa-4baa-b808-8563d10c2378,FL,Sedan,BMW -CAR/SUV,,2014.0,East,0.0,,,,Parked,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20578045,4691963,2024-01-01,2:47,8cd3e25e-7e79-45a6-b73d-c5b938d5a19c,,Bike,,,,West,1.0,M,Licensed,NY,Going Straight Ahead,Left Rear Bumper,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20577502,4691741,2024-01-01,3:50,3a2c9fe6-8065-44b6-82d5-0739bc069672,NY,Station Wagon/Sport Utility Vehicle,ACUR -CAR/SUV,,2011.0,West,2.0,F,Licensed,NY,Parked,Left Front Bumper,Center Front End,Left Front Quarter Panel,,,N,,Unspecified,Unspecified,2024
20578124,4692049,2024-01-01,5:10,5148fff9-d97f-4b32-b60b-773d0b6387f7,NY,Sedan,BMW -CAR/SUV,,2018.0,West,1.0,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,Right Front Quarter Panel,,N,,Other Vehicular,Other Vehicular,2024
20577561,4691794,2024-01-01,14:00,09bfaac6-ec94-4178-8283-7c6e16dbbd51,NY,Sedan,TOYT -CAR/SUV,,2014.0,South,0.0,,,,Parked,Left Rear Bumper,Center Back End,Left Rear Bumper,Left Rear Quarter Panel,Left Rear Bumper,N,,Unspecified,Unspecified,2024
20579396,4692614,2024-01-01,4:00,91a83060-7776-4818-8cfe-0b1e0aab890f,NY,Sedan,CHEV -CAR/SUV,,2017.0,South,0.0,,,,Parked,Center Back End,Center Back End,Left Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,N,,Unspecified,Unspecified,2024
20578226,4692132,2024-01-01,21:30,d92dac1f-e426-499c-a58c-1c00e392c547,FL,Sedan,BMW -CAR/SUV,,2021.0,South,0.0,,,,Parked,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,,,N,,Unspecified,Unspecified,2024
20579353,4692529,2024-01-01,17:05,0f5fffed-6c1c-4893-ba7f-d757d184eed0,NJ,Pick up tr,Ford,,,West,,,,,,No Damage,No Damage,No Damage,No Damage,No Damage,N,,Backing Unsafely,Unspecified,2024
20578155,4691929,2024-01-01,6:12,248d9e4e-4ef9-4c38-812b-6f112e460656,NY,Sedan,INFI -CAR/SUV,,2007.0,North,0.0,,,,Parked,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,,,N,,Unspecified,Unspecified,2024
20578191,4691954,2024-01-01,16:01,4877b265-e915-4312-9dc4-94e467fb90fb,,,,,,,,,,,,,,,,,Unspecified,,,,2024
20576626,4691618,2024-01-01,3:00,87fde74e-0c60-4be4-aed3-a3df2d344de6,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2023.0,South,1.0,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified,2024
20577518,4691907,2024-01-01,4:53,2f2e4455-e647-4a32-8f7e-4345a0f30e98,NY,,MAZD -CAR/SUV,,2022.0,East,,,,,Slowing or Stopping,Center Front End,,,,,N,,Following Too Closely,Unspecified,2024
20577458,4691729,2024-01-01,3:40,1567603e-f82b-4aad-a0e0-93c6e1c70594,NY,Sedan,HOND -CAR/SUV,,2023.0,East,4.0,F,Licensed,NY,Going Straight Ahead,Center Front End,Left Front Bumper,Left Front Bumper,Right Front Bumper,Left Front Quarter Panel,N,,Unspecified,Unspecified,2024
20578109,4691951,2024-01-01,21:41,93613234-7b14-41b4-a799-479cc710f6f3,NY,Sedan,HOND -CAR/SUV,,2017.0,West,0.0,,,,Parked,Center Back End,Left Rear Bumper,Center Back End,Center Back End,,N,,Unspecified,Unspecified,2024
20577555,4691696,2024-01-01,6:00,afc8eaba-806b-4a56-bd32-9ea91639d60a,NY,Station Wagon/Sport Utility Vehicle,BUIC -CAR/SUV,,2019.0,South,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Other Vehicular,Unspecified,2024
20578383,4691941,2024-01-01,20:30,6a00164b-1385-4569-951b-174c570ff26a,NY,Station Wagon/Sport Utility Vehicle,VOLK -CAR/SUV,,2023.0,North,1.0,,,,Backing,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Backing Unsafely,Unspecified,2024
20577557,4691840,2024-01-01,10:15,22200b9b-4313-42b5-841d-6af0bf309fd9,NY,Sedan,FORD -CAR/SUV,,2008.0,West,1.0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Quarter Panel,Right Side Doors,,,N,,Traffic Control Disregarded,Unspecified,2024
20578103,4691758,2024-01-01,1:37,69620d4a-fd1a-4035-8c8b-e48376b1060c,NY,Sedan,CHEV -CAR/SUV,,2015.0,East,0.0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified,2024
20580491,4693004,2024-01-01,18:00,824c3744-552b-4ca1-8f8a-9a8ef02e7dfd,,Sedan,FORD -CAR/SUV,,,South,,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,Unspecified,,Driver Inattention/Distraction,,2024
